"","Souche","X1","X2","X3","X4","X6","X7","X14","X16","X19","X21","X24","X25","X26","X27","X29","X30","X31","X32","X34","X35","X38","X41","X43","X51","X52","X53","X54","X55","X56","X58","X61","X62","X63","X68","X70","X72","X73","X74","X77","X78","X79","X81","X82","X83","X84","X85","X86","X87","X89","X90","X102","X108","X110","X118","X122","X123","X127","X128","X137","X143","X164","X169","X170","X171","X172","X173"
"154","Pa",0,0,0,0,1359.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,194.5,820.5,9552,0,0,0,671.5,0,1341.5,0,0,0,2541,0,4785,0,1214.5,0,9872.5,1311,0,20311,0,2913,1497,0,0,6551,31419.5,0,107,273,0,27307.5,1001,0,1167,0,10758,0,681.5,10564,0,0,4961,0,0,0
"155","Pa",0,0,0,0,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,295,796,6371.5,0,0,0,381,0,1012,0,0,0,2102.5,0,3812.5,0,2217,0,7457,1681.5,0,19136,0,2167,1220,0,0,7512,23474,0,101,264,0,21052.5,885,0,978,0,9647,0,384.5,5861,0,0,4749,0,0,0
"156","Pa",0,0,0,0,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,398.5,694,1020,0,0,0,0,0,800.5,0,0,0,249.5,0,1533,0,0,0,369.5,110,0,5448,0,376,0,0,0,985.5,4298,0,97,0,0,3534.5,918,0,0,0,803.5,0,394,1518,0,0,197.5,0,0,0
"157","Pa",0,0,0,0,701,0,0,0,0,0,0,0,0,0,0,0,93,0,181,311.5,6013,0,0,0,723.5,0,1078,0,0,0,2092,0,4375,0,1764,0,8094,1517.5,0,15265,0,4429,1224,0,0,6556,21280,0,0,219,0,24157,496,0,740,0,9276,0,826,7004,0,0,4329,0,0,0
"158","Pa",0,0,0,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,93.5,294,1842.5,0,0,98,661,0,201,0,0,0,178,0,3619,0,294.5,0,3224,198,0,2050,0,4275,0,0,0,3097.5,3031,0,0,0,0,4084,486,0,0,0,738,0,485,4333,0,105,914,0,0,0
"159","Pa",0,0,193,0,2106,0,0,0,0,0,0,0,0,0,0,0,0,0,490,351.5,781,0,0,3270,189,0,2.5,0,0,0,103,0,804.5,7,496,268.5,3296.5,99,0,7594,0,41211,1778,788,280,3949,3422.5,570.5,3117,1682.5,0,17263.5,0,0,84.5,0,11901,0,1082.5,1379,0,793,210,0,0,0
"160","Pa",0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,197.5,0,0,0,91,0,0,0,0,0,0,0,120.5,0,0,0,3934.5,12,0,0,0,13946,0,0,0,2026,1162,0,0,0,0,27497,0,0,0,0,382.5,0,1.5,400.5,0,594,0,0,0,0
"161","Pa",0,0,891,0,95,0,0,0,0,0,0,196,0,0,0,0,0,0,5772,185,1201.5,0,0,10884,705.5,0,621.5,95,0,0,779,0,1336,407,571,578,1894,482,0,7844.5,398.5,13382.5,7847.5,1432.5,1045.5,2851,8724,1237,4352.5,9918,0,17489,0,0,173.5,0,8461,0,395,1475,0,597,602,0,0,0
"162","Pa",0,0,0,0,2432,0,0,0,0,0,0,0,0,0,0,0,169,0,294,11593.5,11375,0,0,0,373,0,1004,0,0,0,2516,0,4553.5,0,832,0,13698,2457,106,5517.5,1540,4091,343.5,0,2,11221,4198,0,203.5,109,0,32196,884,0,254.5,0,10663,0,78,2463,0,204,4202,0,0,0
"163","Pa",0,0,0,0,1938,0,0,0,0,0,0,0,0,0,0,0,103,0,384,1184,13025,0,0,0,955,0,2074.5,0,0,0,3688,0,6496,0,1682,0,13117,1890,0,27472,0,4230.5,2339,0,0,8959,39186,0,198.5,579,0,33827,1421,0,2037,0,14697.5,0,1036.5,14653,0,0,6818,0,0,0
"164","Pa",0,0,0,0,1783.5,0,0,0,0,0,0,0,0,0,0,0,0,0,446.5,1186,8790,0,0,0,638.5,0,1239.5,0,0,0,2772.5,0,5033,0,3139,0,9485,2511.5,0,24028,0,3185.5,1624,0,0,10118.5,27831,0,196.5,392,0,25205,1308,0,1614.5,4.5,11724,0,618,7966,0,0,5671.5,0,0,0
"165","Pa",0,0,0,0,2627.5,9,0,0,0,0,0,0,0,0,0,0,0,0,622,1105.5,1506.5,0,0,0,111,0,1304.5,0,0,0,386,0,2124.5,0,106,0,746,294.5,0,8117.5,0,618.5,5,0,0,1601.5,6177,0,194,0,0,5074.5,1582,0,22,0,1316.5,0,687,2365,0,0,389,0,0,0
"166","Pa",0,0,0,0,1087,0,0,0,0,0,0,0,0,0,0,0,175,0,383,513,8713,0,0,118,1218,0,1760.5,0,0,0,3150,94.5,6502,0,2535,0,11177,2571,0,22456,0,6370.5,1702,0,0,8869.5,30094.5,0,0,377,0,30653,706,0,1276,9,12285.5,0,1100,9935.5,0,182,5884.5,0,0,0
"167","Pa",0,0,0,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,162,487,2891,0,0,306,1087,0,400,0,0,0,406.5,0,5128,0,499,0,5049,384,0,3050,0,6536,96,0,0,4547.5,4638,0,5.5,87.5,0,5890,868,0,83,0,1097.5,0,712.5,6267,0,215,1336,0,0,0
"168","Pa",0,0,261,0,3174.5,0,0,0,0,0,0,0,0,0,0,0,0,0,903,617.5,1272.5,0,0,4443,285,0,105,0,0,0,188,0,1258,209,781,496.5,4658,247,0,10664,257.5,45729,2828,1090,499,5475,4723.5,877.5,4442.5,2612.5,0,24323,0,0,193,0,16689,0,1542.5,2033,0,1165,406,0,0,0
"169","Pa",0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,471,0,203,306,0,0,0,206,0,0,0,0,0,0,0,190,0,78.5,0,5824,73,0,7,0,20037,105,0,0,2920,1742.5,0,0,0,0,34867.5,2,0,0,0,652,0,97,582,0,885,0,0,0,0
"170","Pa",0,0,995,0,92,0,90,0,0,0,0,315,0,0,0,0,0,0,6833,301,1563.5,0,0,12450,1014,0,920,283,0,0,999,0,1524,580,783,755,2355.5,618.5,0,8799,426.5,15278,9391.5,1847.5,1199,3496,10558,1394.5,5422,12037,0,20511.5,0,0,432,0,9416.5,0,515,1851,0,789,695.5,0,0,0
"171","Pa",0,0,0,0,3481,0,0,0,0,0,0,0,0,0,0,0,293,0,600,15567,15328,5,0,91,618.5,0,1323.5,0,0,0,3541,0,6254.5,0,1294,0,18418,3631.5,223.5,7429,2116,5694,670,0,0,15041,6005,0,310,300,0,38214,1280,0,433.5,0,14033,0,195,3639,0,382,6132,0,0,0
"172","Spn",0,0,0,0,2451,0,0,0,0,0,0,0,0,0,0,0,0,4139.5,2095,386,0,0,0,0,697,0,399,0,0,0,113,1469.5,211.5,0,106,0,3840,2395.5,0,20045.5,771,34436,3121,0,2680,3049.5,46651,0,306.5,25235.5,0,43499,0,118,189,0,20696,11.5,0,0,0,1007,0,0,0,0
"173","Spn",0,0,0,0,1567.5,0,0,0,0,0,0,0,0,0,0,0,0,2924,1559.5,194,0,0,0,0,410,0,207,0,0,0,6.5,985,125,0,38.5,0,2654.5,1621,0,15969,486,29331,2137,0,1944,2117,40926.5,0,101,21138,0,38419,0,15,88.5,0,15708,0,0,0,0,792.5,0,0,0,0
"174","Spn",0,0,0,0,17363,0,199.5,112,0,0,0,0,0,183,0,0,2,4580.5,100,1624,0,209.5,0,0,784.5,0,0,0,0,0,0,917,1672,0,607,0,8722,926.5,0,3555.5,5253.5,44514.5,11428,0,5518,3997.5,4874,0,10,5351,0,55227,0,0,1433,0,20505,0,0,0,489,6339,395,201,119,230.5
"175","Spn",0,0,0,0,13179.5,0,12.5,4.5,0,0,0,0,0,62,0,0,0,3444.5,3.5,1117,0,0,0,0,399,0,0,0,0,0,0,533,1224,0,378.5,0,6633,561,0,2759,3755,41574,9003,0,4131,2819,3689,0,0,4174,0,53447,0,0,1032.5,0,16485.5,0,0,0,302,4545,301.5,96.5,0,205
"176","Spn",0,0,0,0,13506,0,1,0,0,0,0,0,0,102.5,0,0,104,6800,2.5,1608.5,0,77.5,0,0,879,6,0,0,0,0,0,869,1498,0,102,0,10218,0,0,1023,1365.5,48215,3295,0,9545,3954,1917,0,0,2139,0,65235,0,0,500,0,21983,0,0,0,421,8395,703.5,0,0,0
"177","Spn",0,0,0,0,11852,0,0,0,0,0,0,0,0,0,0,0,5,5591,0,1098,0,0,0,0,686,0,0,0,0,0,0,589.5,1096.5,0,4,0,8672,0,0,719.5,996.5,50913,2245,0,7029,2676,1217,0,0,1724.5,0,65235,0,0,248,0,21236,0,0,0,198.5,6644,401,0,0,0
"178","Spn",0,0,0,0,210,0,97,0,0,0,0,0,0,0,0,0,69.5,14270.5,0,0,0,1,0,0,193.5,0,0,0,0,0,0,387.5,0,0,0,0,11132.5,526.5,0,0,0,45321,0,0,0,2625,3298,70.5,0,5,0,11447,199,0,102,0,9940,0,0,0,0,0,98.5,0,0,0
"179","Spn",0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,406.5,13910.5,0,0,0,114,0,0,599,0,0,0,0,0,0,390.5,0,0,0,0,11768.5,303,0,0,0,43307,0,0,0,2526,2094,0,0,0,167,55292.5,638,0,195,0,11234.5,0,0,0,0,0,3,0,0,0
"180","Spn",0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,95,13763,0,0,0,13,0,0,207,0,0,0,0,0,0,296,0,0,0,0,11409,193,0,0,0,33889.5,0,0,0,1502.5,3301,85,0,0,100,34645,309,0,73.5,0,6479.5,0,0,0,0,0,0,0,0,0
"181","Spn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,10801,0,0,0,8,0,0,388,0,0,0,0,0,0,218,0,0,0,0,9303,198,0,0,0,39798.5,0,0,0,1967,1430,0,0,0,9,54533,434,0,81,0,8674,0,0,0,0,0,5,0,0,0
"182","Spn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,10421,0,0,0,0,0,0,203,0,0,0,0,0,0,106,0,0,0,0,9184,0,0,0,0,33991,0,0,0,1307,696,0,0,0,0,40125.5,120.5,0,0,0,3127,0,0,0,0,0,0,0,0,0
"183","Spn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,7654.5,0,0,0,0,0,0,224.5,0,0,0,0,0,0,384.5,0,0,0,0,7419.5,0,0,0,0,37511,0,0,0,1901,1125,0,0,0,0,7311,144,0,0,0,5211,0,0,0,0,0,0,0,0,0
"184","Spn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,7360.5,0,0,0,0,0,0,290,0,0,0,0,0,0,181,0,0,0,0,9019,0,0,0,0,30503,0,0,0,1799.5,292,0,0,0,0,9324,122,0,0,0,677,0,0,0,0,0,0,0,0,0
"185","Spn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6595.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6036,0,0,0,0,29129,0,0,0,1887,1196,0,0,0,0,14850.5,194.5,0,68,0,804,0,0,0,0,0,0,0,0,0
"186","Spn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.5,6143,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,7678,0,0,0,0,27248,0,0,0,1836.5,910,0,0,0,0,46406.5,187.5,0,1,0,3754,0,0,0,0,0,0,0,0,0
"187","Spn",0,0,0,0,86,212.5,1203,0,0,0,0,0,0,0,0,298,411,3914,0,0,0,568.5,0,0,1136.5,0,536,0,0,0,66,90,0,0,0,0,2968,199.5,0,0,212,15673,0,0,0,1517.5,996,0,0,89,482.5,25052,1472.5,0,0,0,790,0,6,0,0,98,406.5,0,0,0
"188","Spn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2532,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,2826,0,0,0,0,8721,0,0,0,12,101,0,0,0,0,11153,0,0,0,0,1060.5,0,0,0,0,0,0,0,0,0
"189","Spn",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,786,779.5,1752,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,0,0,0,997.5,0,0,0,0,5774,0,0,0,185,925,0,0,0,0,7433.5,0,0,0,0,1221,0,0,0,0,0,0,0,0,0
"190","Spn",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,313.5,1451,0,0,0,0,0,0,217,0,0,0,0,0,0,94.5,0,0,0,0,9564,94,0,0,0,22341,0,0,0,1514,1682,0,0,0,0,6145,0,0,9,0,565,0,0,0,0,0,0,0,0,0
"191","Spn",0,0,0,0,79,0,304,0,0,0,0,0,0,0,0,0,94.5,563,0,0,0,382,0,0,1248.5,0,1053,0,0,0,248,0,0,0,0,0,1169,7,0,0,108,11646.5,0,0,0,1673,462,0,0,0,0,18545,119,0,0,0,630,0,0,0,0,0,380,0,0,0
"192","Spn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,186,507,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,590.5,0,0,0,0,1256,0,0,0,0,0,0,0,0,0,1682,0,0,0,0,97,0,0,0,0,0,0,0,0,0
"193","Spn",0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,389,0,0,0,209.5,0,0,896,0,753.5,0,0,0,108,0,0,0,0,0,785,0,0,0,0,9150.5,0,0,0,1301,332,0,0,0,3,14396,14,0,0,0,395.5,0,0,0,0,0,196,0,0,0
"194","Spn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,375.5,0,0,0,0,0,0,397,0,102,0,0,0,0,144,0,0,0,0,472.5,0,0,0,0,4161,0,0,0,224.5,3,0,0,0,0,6412,115,0,0,0,605,0,0,0,0,0,0,0,0,0
"195","Spn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,213.5,0,0,0,0,0,0,0,301.5,0,0,0,203,0,0,0,0,1387,0,0,0,0,0,0,0,0,0,1738,0,0,0,0,489.5,0,0,0,0,0,0,0,0,0
"196","Spn",0,0,0,0,0,0,482,0,0,203,65,0,0,0,0,377.5,384,1992.5,0,0,0,0,0,0,1186,0,503,0,0,0,390,0,395,0,0,0,1856,10,0,0,0,4879.5,0,0,0,0,2237,0,0,703,0,6149,0,193,369.5,97,1924,300,0,0,0,0,0,0,0,0
"197","Spn",0,0,0,0,0,0,502,0,0,206,151,0,0,0,0,395.5,385,1937,0,0,0,0,0,0,1273,0,468.5,0,0,0,476,0,421,0,0,0,1799,93,0,0,0,4564.5,0,0,0,10.5,2014,0,0,639.5,0,5989,0,177,376,96,1922,284,0,0,0,0,0,0,0,0
"198","Spn",0,0,0,0,89,309.5,1871.5,0,0,0,0,0,0,0,0,396,488,5304,82,0,0,787,0,0,1506.5,0,898,0,0,0,112,106,0,0,0,0,3975.5,297,0,0,315,19517,0,0,0,2106,1520,0,0,185.5,687,29580,1875,0,90,67,1118,0,133,18,0,192.5,616.5,0,0,0
"199","Ssp",0,0,0,0,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.5,0,0,0,0,404.5,0,0,0,0,0,0,0,0,0,95.5,0,3149,1091,0,15065.5,183,25185.5,1863.5,0,3047,1356.5,13316,0,0,31662,1971,33303,25831,0,0,198,12821,0,0,0,0,0,1049,0,0,0
"200","Ssp",0,0,0,0,866,0,0,0,0,0,0,0,0,0,0,0,0,0,87,8445,2641,94,0,0,292,0,285,0,0,0,391,0,1835,0,167.5,0,7224,910,0,14602,1673,8488,1221,0,0,4184.5,1689,0,0,290,101,27401,1632.5,0,505,25,8563,0,287,2590,0,387,3376,0,0,0
"201","Ssp",0,0,0,0,9542,0,0,0,0,0,0,0,0,0,0,0,68,1020,208.5,8357,1598,0,0,0,116,0,123,0,0,0,213,0,3633,0,214,0,8079,1118,0,13963,4414,18894.5,2229,84,694,4402,2456,0,0,834,0,38012,1299,0,327,0,7409,0,196,0,194,2818,2451,0,0,0
"202","Ssp",0,0,0,0,1411,0,0,0,0,0,0,0,0,0,0,0,91,498,226.5,7521,2287,0,0,0,194,0,94,0,0,0,212.5,0,4121,0,277,0,8626.5,963,0,13193,4732.5,14108,1591,0,87,4543,1799,0,0,4,0,38199.5,780,0,293.5,0,5832,0,208,0,0,2467.5,2559,0,0,0
"203","Ssp",0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3034,0,0,216,0,0,0,0,0,0,0,0,0,0,0,5590,0,0,0,0,23963,0,0,0,715.5,0,0,0,576.5,3541,39661.5,49193,0,0,403.5,10591,0,0,0,0,0,1448.5,0,0,0
"204","Ssp",0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,5028,0,0,0,0,0,0,0,0,0,0,0,0,300,0,8995,0,0,291,536,45181,1227,0,102,2141,2227,759,0,2090,9573.5,62433,65235,0,25,1901,19407.5,0,0,0,0,0,1942,0,0,0
"205","Ssp",0,0,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2881,78,0,0,0,0,0,201,0,200,0,0,0,395,0,786,2348,1367.5,2919,6414,1098,0,0,16743,28659,28716,2372,592,4241,994,4089,19330,25110,0,25003,116,0,1518.5,5771,10419.5,0,288,0,0,5521,382.5,0,0,0
"206","Ssp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,4143,0,0,0,0,11830,0,0,0,186.5,0,0,0,199.5,3835.5,16893,36030,0,0,294,3324,0,0,0,0,0,1754.5,0,0,0
"207","Ssp",0,0,1244,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,482.5,0,0,1789.5,0,0,0,0,0,0,0,5,140.5,0,0,1516.5,479.5,1743.5,5335,381.5,0,203.5,2348,23000,9141,957,490.5,2288,8135,1348,7744,8180,2599,34713.5,32531,0,137.5,3614.5,13626.5,0,0,0,0,2259,1567.5,0,0,0
"208","Ssp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,1765,0,0,318.5,0,0,0,0,0,0,0,0,0,0,0,3716,0,0,0,0,15117.5,0,0,0,302.5,0,0,0,104.5,2477,21700,26884,0,0,281,5496,0,0,0,0,0,860.5,0,0,0
"209","Ssp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3412,0,0,104,0,0,0,0,0,0,0,0,0,0,0,6477.5,0,0,0,0,24787,0,0,0,893.5,0,0,0,303.5,4600,30232,62859,0,0,205,6715,0,0,0,0,4001,1390.5,0,0,0
"210","Ssp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.5,0,0,424.5,0,0,0,0,0,0,0,0,0,0,0,2315.5,0,0,0,0,13231,0,0,0,296,1297,0,0,990,3521.5,26585.5,18617,0,0,393.5,8609,201,0,0,0,917.5,916.5,0,0,0
"211","Ssp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642,0,0,288,0,0,0,0,0,0,0,0,0,0,0,2881,0,0,0,0,14989.5,0,0,0,395,316,0,0,385,4215,21941,31050,0,0,300.5,5358,0,0,0,0,0,0,0,0,0
"212","Ssp",0,0,0,0,1016,0,0,0,0,0,0,0,0,0,0,0,0,199,104,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423,0,0,0,0,16337,492,0,646,606,0,0,0,276.5,703,21864,10312,0,0,0,1648.5,0,0,0,0,3,213,0,0,0
"213","Ssp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,494,0,90,0,0,0,0,0,0,0,0,0,538.5,0,0,0,0,1993.5,0,0,0,0,0,0,0,0,87.5,3247,391.5,0,0,0,645,0,0,0,0,0,387.5,0,0,0
"214","Ssp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671,0,0,387,0,0,0,0,0,0,0,0,0,0,0,3406,0,0,0,0,12644.5,0,0,0,413.5,0,0,0,95,3002,30008,42719,0,0,198,4909.5,0,0,0,0,0,1348.5,0,0,0
"215","Ssp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2299,0,0,288,0,0,0,0,0,0,0,0,0,0,0,3138.5,0,0,0,0,10675.5,0,0,0,192,0,0,0,168.5,3246,16288.5,28521.5,0,0,189,2475.5,0,0,0,0,0,897,0,0,0
"216","Ssp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087,0,0,400.5,0,101,0,0,0,0,0,0,0,0,0,1696,0,0,0,0,11707,0,0,0,521,0,0,0,0,1380,16549,12091.5,0,0,187,1714,0,0,0,0,0,1005,0,0,0
"217","Ssp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,4850,0,0,0,0,23048,201,0,986.5,693.5,361,0,0,588,1234.5,38598.5,29891,0,0,199,7708,0,0,0,0,4465,746,0,0,0
"218","Ssp",0,0,1933,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774.5,0,96,411.5,0,189.5,0,103.5,21,403,1019,1600.5,1902,2235,387,5301,725,0,145,9079,16292,14714.5,8748,8092,2340,762,1927.5,2442,11889,1834.5,16099,21058.5,0,220,1345,7859,0,0,0,0,0,1140,0,0,0
"219","Ssp",0,0,1132,0,1031.5,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,296,0,0,102.5,0,0,0,544.5,188,0,789.5,3193.5,1476,413,127.5,6965,425,0,141,10285.5,22786.5,16997.5,6170,11744.5,2106,6006,7919.5,16476,12819,292,30215.5,6258.5,0,658,286,7979.5,0,0,0,0,905,288,0,0,0
"220","Ssp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931.5,17.5,0,0,1623,0,0,261,0,0,0,0,0,0,0,0,0,0,0,4805,0,0,0,0,17574,0,0,0,310,0,0,0,0,2265,24298,24937,0,0,92,4635,0,0,0,0,3282,905,0,0,0
"221","Ssp",0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031,0,0,208,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,5591,0,0,0,196,0,0,0,113,2379.5,7208.5,11388,0,0,64,1505.5,0,0,0,0,0,364,0,0,0
"222","Ssp",0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,174,0,0,0,0,0,0,0,0,0,0,0,5383,0,0,0,0,8342,0,0,594,968,191,0,0,188,299,3695,13680.5,0,0,0,385,0,0,0,0,9176.5,213,0,0,0
"223","Ssp",0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2197,0,0,0,0,9848,0,0,0,795,1892,0,0,0,718,17317,2773,0,0,0,4695,0,0,0,0,92,0,0,0,0
"224","Ssp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,0,168.5,970,0,0,0,0,0,0,0,0,0,0,0,1015,0,0,0,0,3141,0,0,0,0,0,0,0,0,2766,3320.5,5617,0,0,0,99,0,0,0,0,0,592,0,0,0
"225","Ssp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1981,0,0,411,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,6142,0,0,0,0,0,0,0,9.5,3100.5,9421,10569,0,0,0,1180,0,0,0,0,0,200.5,0,0,0
"226","Ssp",0,0,0,0,0,98,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.5,0,81.5,783.5,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,1028,0,0,0,0,0,0,0,0,983,1688,1177,0,0,0,536.5,0,0,0,0,0,200,0,0,0
"227","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,211.5,0,0,0,0,961,0,0,0,0,0,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,276.5,0,0,0,0,87,0,0,0,0,0,0,0,0,0
"231","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236","Xneg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
